pid,wave,group_f,z_verbal,z_money,att_baseline,prior_engagement,polknow_total,pol_interest_general,newsuse_online,edu_time,age,gender_f,url_int_visits_yn,att_pre,att_post,att_signed,att_abs,kno_pre,kno_post,kno_signed,n_visits_total,exp_topic_uptake_n,exp_topic_uptake_yn,n_topic_search,n_topic_url,n_topic_domains,total_duration,topic_duration,exp_topic_uptake_dw,exp_topic_uptake_logdw,n_scored,n_domains,exp_q_dur,exp_q_unw,exp_q_log,n_scored_news,n_domains_news,exp_q_dur_news,exp_q_unw_news,exp_q_log_news,n_scored_all,n_domains_all,exp_q_dur_all,exp_q_unw_all,exp_q_log_all,meets_activity_threshold,hab_overall_dw_pc1,hab_news_dw_pc1,hab_news_corrected_dw_pc1,hab_overall_dw_sd_pc1,hab_news_dw_sd_pc1,hab_news_corrected_dw_sd_pc1,hab_overall_level_group,hab_news_level_group,hab_news_corrected_level_group,hab_overall_diversity_group,hab_news_diversity_group,hab_news_corrected_diversity_group,hab_overall_level_diversity_group,hab_news_level_diversity_group,hab_news_corrected_level_diversity_group,nfc,topic,y_abs,y_signed,effort_count,q_primary,t_verbal,t_money
274518574380,1,verbal,1,NA,7,1,0.7058823529411765,5,8,13,54,not female,0,7,7,0,0,4,3,-1,74,0,0,0,0,0,3128,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4747644453670618,0.71153824924995,0.796940096219946,0.17047060993051755,0.04231446826094477,0.065519419040634,low,high,high,high,low,high,low_level-high_diversity,high_level-low_diversity,high_level-high_diversity,7,Basic child support,0,0,0,NA,1,0
274526852832,1,verbal,1,NA,7,0,0.29411764705882354,5,8,13,33,not female,0,7,6,-1,1,2,4,2,338,0,0,0,0,0,63645,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6779425649247712,0.649956272688751,0.650370838079818,0.08734354845437889,NA,0.1336639221015863,high,low,low,high,NA,high,high_level-high_diversity,NA,low_level-high_diversity,6.5,Basic child support,1,-1,0,NA,1,0
274533484212,1,verbal,1,NA,6,1,0.5882352941176471,4,8,13,39,not female,0,6,5,-1,1,4,2,-2,20,0,0,0,0,0,712,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.664372713161187,0.6376397740155628,0.6507900063621356,0.02693181227891573,0.04057707275884113,0.04488772040679006,high,low,low,low,low,low,high_level-low_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Basic child support,1,-1,0,NA,1,0
274632733980,1,control,0,0,4,0,0.47058823529411764,3,4,12,23,female,0,4,5,1,1,1,1,0,7,0,0,0,0,0,716,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6682901491427239,0.676251457866637,0.676251457866637,0.05175072292621669,NA,NA,high,high,low,low,NA,NA,high_level-low_diversity,NA,NA,4,Basic child support,1,1,0,NA,0,0
274653049464,1,monetary,NA,1,6,0,0.7058823529411765,5,6,12,51,not female,0,6,6,0,0,3,3,0,17,0,0,0,0,0,1168,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6871387971482988,0.6560584458904815,0.632517973086049,0.11498207793350156,0.03644796566640478,0.05695881789426244,high,low,low,high,low,high,high_level-high_diversity,low_level-low_diversity,low_level-high_diversity,3.5,Basic child support,0,0,0,NA,0,1
274671650160,1,monetary,NA,1,7,0,0.17647058823529413,5,3,10,56,female,0,7,6,-1,1,1,1,0,184,0,0,0,0,0,2544,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7559278690934972,0.6686958523575889,0.7916643860823033,0.12087020381701866,0.01906712260964196,0.04220903637743675,high,low,high,high,low,low,high_level-high_diversity,low_level-low_diversity,high_level-low_diversity,6.5,Basic child support,1,-1,0,NA,0,1
274758455232,1,verbal,1,NA,4,0,0.4117647058823529,2,1,14,23,female,0,4,4,0,0,1,2,1,20,0,0,0,0,0,1893,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6948718042751311,0.7308403788242238,0.7113772498993113,0.08705346261231305,0.07957247577695051,0.0944162972887854,high,high,high,high,high,high,high_level-high_diversity,high_level-high_diversity,high_level-high_diversity,5.5,Basic child support,0,0,0,NA,1,0
274788345348,1,monetary,NA,1,3,0,0.35294117647058826,3,0,13,47,not female,0,3,5,2,2,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4838191208725663,NA,0.696441085914132,0.15145650773120983,NA,NA,low,NA,low,high,NA,NA,low_level-high_diversity,NA,NA,2.5,Basic child support,2,2,0,NA,0,1
274880751012,1,control,0,0,5,1,0.8235294117647058,4,6,17,56,not female,0,5,5,0,0,3,3,0,253,0,0,0,0,0,5956,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6677450523098124,0.6445442957144905,0.7150481634384233,0.10985549130622688,0.04952917642603072,0.07701899539577008,high,low,high,high,low,high,high_level-high_diversity,low_level-low_diversity,high_level-high_diversity,5,Basic child support,0,0,0,NA,0,0
274948399980,1,monetary,NA,1,6,0,0.7058823529411765,3,7,9,67,female,0,6,7,1,1,1,3,2,21,0,0,0,0,0,1064,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7209357752990911,0.64708511614514,0.7118007348938985,0.07696503090658037,0.00734799782006436,0.06637942393165103,high,low,high,low,low,high,high_level-low_diversity,low_level-low_diversity,high_level-high_diversity,4.5,Basic child support,1,1,0,NA,0,1
275780146716,1,monetary,NA,1,4,0,0.5294117647058824,4,4,13,47,not female,0,4,4,0,0,1,3,2,72,0,0,0,0,0,4842,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5699050303072496,0.755136387124125,0.7442581307667446,0.16875125276470448,0.05255098522330981,0.05336628391223925,low,high,high,high,low,low,low_level-high_diversity,high_level-low_diversity,high_level-low_diversity,5.5,Basic child support,0,0,0,NA,0,1
275794438896,1,control,0,0,4,0,0.35294117647058826,4,8,12,69,female,0,4,2,-2,2,4,2,-2,26,0,0,0,0,0,997,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7861565041363631,0.7869009107019644,0.7861565041363631,0.02650513742291137,0.02377141180845494,0.02650513742291137,high,high,high,low,low,low,high_level-low_diversity,high_level-low_diversity,high_level-low_diversity,7,Basic child support,2,-2,0,NA,0,0
275865368328,1,verbal,1,NA,5,0,0.29411764705882354,3,5,16,50,not female,0,5,5,0,0,3,2,-1,4,0,0,0,0,0,508,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.73306839109908,0.7893735036990293,0.732741862697091,0.04928038305005546,0.01214735555061084,0.04260462583171841,high,high,high,low,low,low,high_level-low_diversity,high_level-low_diversity,high_level-low_diversity,5.5,Basic child support,0,0,0,NA,1,0
275910784560,1,monetary,NA,1,4,1,0.4117647058823529,4,6,13,58,female,0,4,2,-2,2,3,3,0,376,1,1,1,0,1,9392,18,0.0019165247018739352,0.0038258534776513726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.692127683105942,0.692127683105942,0.6921276831059421,TRUE,0.7576344363906501,0.6696503035178876,0.7596364211990613,0.04060142881804126,0.04354261431638326,0.0362050637944314,high,low,high,low,low,low,high_level-low_diversity,low_level-low_diversity,high_level-low_diversity,6,Basic child support,2,-2,1,NA,0,1
276109219116,1,control,0,0,7,0,0.11764705882352941,1,0,13,47,female,0,7,6,-1,1,2,2,0,4,0,0,0,0,0,72,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.668271133133525,NA,NA,NA,NA,NA,high,NA,NA,NA,NA,NA,NA,NA,NA,4.5,Basic child support,1,-1,0,NA,0,0
276126931980,1,monetary,NA,1,4,0,0.8235294117647058,5,8,17,68,not female,0,4,1,-3,3,2,1,-1,203,0,0,0,0,0,16689,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6733584323618417,0.6700081211174582,0.7787170802560528,0.16565888198276252,0.05353303822155766,0.01797637288845145,high,low,high,high,low,low,high_level-high_diversity,low_level-low_diversity,high_level-low_diversity,6,Basic child support,3,-3,0,NA,0,1
276150871980,1,control,0,0,7,1,0.7058823529411765,1,7,14,38,not female,0,7,7,0,0,3,3,0,75,0,0,0,0,0,1335,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.558934361580899,0.7420586749866322,0.7055361464074476,0.14954595687793457,0.06794848500427916,0.07825202030046885,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,4,Basic child support,0,0,0,NA,0,0
276190955064,1,control,0,0,5,NA,0.9411764705882353,5,6,11,47,female,0,5,4,-1,1,2,2,0,49,0,0,0,0,0,2244,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7665858455602849,NA,0.7661555486991698,0.02494551708983053,NA,0.02443405210257126,high,NA,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,6.5,Basic child support,1,-1,0,NA,0,0
276272487864,1,verbal,1,NA,4,0,0.7647058823529411,4,8,13,44,not female,0,4,5,1,1,2,3,1,264,0,0,0,0,0,4893,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5610134282497864,0.6612907854799731,0.6638420887348064,0.1400653850663727,0.03535677906126843,0.04550949426581543,low,low,low,high,low,low,low_level-high_diversity,low_level-low_diversity,low_level-low_diversity,4.5,Basic child support,1,1,0,NA,1,0
276321326148,1,monetary,NA,1,4,0,0.5882352941176471,2,1,23,33,female,1,4,5,1,1,2,3,1,89,3,1,1,2,2,1701,95,0.05584950029394474,0.03751190644524158,2,1,0.932303283086416,0.932303283086416,0.9323032830864159,2,1,0.932303283086416,0.932303283086416,0.9323032830864159,2,1,0.932303283086416,0.932303283086416,0.9323032830864159,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,Basic child support,1,1,3,0.932303283086416,0,1
276479328780,1,monetary,NA,1,6,1,0.7058823529411765,4,2,18,52,not female,0,6,7,1,1,3,3,0,88,0,0,0,0,0,2307,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.46518959200366,0.648355875595028,0.6944375354841693,0.11342398575788148,NA,0.0096086903105617,low,low,low,high,NA,low,low_level-high_diversity,NA,low_level-low_diversity,3,Basic child support,1,1,0,NA,0,1
276821393760,1,control,0,0,6,0,0.47058823529411764,4,6,10,61,female,0,6,4,-2,2,2,2,0,12,0,0,0,0,0,2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6603757054461673,0.6674778238015756,0.6612982253046729,0.05115346007930619,0.02820786854606381,0.00732432094839032,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,6,Basic child support,2,-2,0,NA,0,0
277792883064,1,monetary,NA,1,7,1,0.6470588235294118,4,5,17,37,not female,1,7,6,-1,1,3,3,0,111,3,1,1,2,3,4768,478,0.100251677852349,0.046917475590370405,1,1,0.9323032830864161,0.932303283086416,0.932303283086416,1,1,0.9323032830864161,0.932303283086416,0.932303283086416,2,2,0.9161615795958463,0.8002872081099706,0.8438480994136682,TRUE,0.6406235021779547,0.62179963661493165,0.6311670017727857,0.04619793450999463,0.03952641333106148,0.05013347329275447,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,7,Basic child support,1,-1,3,0.9323032830864161,0,1
277824618612,1,control,0,0,4,0,0.4117647058823529,2,7,12,39,female,0,4,4,0,0,1,1,0,82,0,0,0,0,0,4028,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6760013155129992,0.6363743609031033,0.6901499784841137,0.09957800293050945,0.07807887305825952,0.07738355580140435,high,low,low,high,high,high,high_level-high_diversity,low_level-high_diversity,low_level-high_diversity,4,Basic child support,0,0,0,NA,0,0
277902182844,1,control,0,0,7,0,0.5882352941176471,5,5,15,41,not female,0,7,4,-3,3,2,2,0,79,0,0,0,0,0,3998,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7035472079968853,0.673345608147543,0.7917155616834773,0.11452139234056706,0.082409799667932,0.03622529771942162,high,high,high,high,high,low,high_level-high_diversity,high_level-high_diversity,high_level-low_diversity,5,Basic child support,3,-3,0,NA,0,0
277948352160,1,monetary,NA,1,6,1,0.7647058823529411,4,5,13,60,female,1,6,6,0,0,3,3,0,97,7,1,3,4,5,5165,999,0.19341723136495645,0.09826610824792267,3,2,0.6378612462056994,0.663660417954603,0.6585616596007333,2,1,0.5784552586259871,0.578455258625987,0.578455258625987,6,4,0.645269499351836,0.6878622289852442,0.677384681182689,TRUE,0.7750816225173722,0.7133017141394368,0.8229844887837194,0.1390804127711041,0.04130181828695988,0.06459054035891502,high,high,high,high,low,high,high_level-high_diversity,high_level-low_diversity,high_level-high_diversity,5.5,Basic child support,0,0,7,0.6378612462056994,0,1
277955127180,1,monetary,NA,1,4,0,0.7058823529411765,4,8,15,44,not female,0,4,5,1,1,2,3,1,16,0,0,0,0,0,650,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.646460633952786,0.6431503357185324,0.6436075420030927,0.03729873325137221,0.03535624011535118,0.03574448278849662,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Basic child support,1,1,0,NA,0,1
277967714148,1,control,0,0,4,0,0.6470588235294118,4,7,13,58,not female,0,4,7,3,3,2,2,0,83,0,0,0,0,0,8539,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.41509248620919487,NA,NA,0.04394854818553832,NA,NA,low,NA,NA,low,NA,NA,low_level-low_diversity,NA,NA,7,Basic child support,3,3,0,NA,0,0
278016416316,1,control,0,0,1,0,0.47058823529411764,3,5,20,50,female,0,1,1,0,0,3,3,0,27,0,0,0,0,0,3039,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6984160201928852,0.6363628890650725,0.7212319490629003,0.12559038299978817,0.07271682084431016,0.12993657473088915,high,low,high,high,high,high,high_level-high_diversity,low_level-high_diversity,high_level-high_diversity,4.5,Basic child support,0,0,0,NA,0,0
278041859748,1,verbal,1,NA,1,0,0.35294117647058826,3,4,10,47,not female,0,1,4,3,3,1,1,0,248,0,0,0,0,0,8565,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4909723452108565,0.6455450453969385,0.6857141434215356,0.1536030876771275,0.03027909461775425,0.02544860599803119,low,low,low,high,low,low,low_level-high_diversity,low_level-low_diversity,low_level-low_diversity,7,Basic child support,3,3,0,NA,1,0
278064084960,1,verbal,1,NA,4,0,0.5294117647058824,3,0,10,45,not female,1,4,4,0,0,1,1,0,400,4,1,2,2,3,29249,166,0.005675407706246367,0.013519554067101041,1,1,0.578455258625987,0.578455258625987,0.578455258625987,1,1,0.578455258625987,0.578455258625987,0.578455258625987,3,2,0.6567233778396987,0.6383325082976791,0.6457975657138845,TRUE,0.680376825234097,0.6934441632947376,0.7487268823182699,0.12564598819235992,0.0732172055560236,0.06296011070572896,high,high,high,high,high,high,high_level-high_diversity,high_level-high_diversity,high_level-high_diversity,4,Basic child support,0,0,4,0.578455258625987,1,0
278076262896,1,verbal,1,NA,7,0,0.8823529411764706,3,0,12,63,female,0,7,7,0,0,3,2,-1,6,0,0,0,0,0,236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7298674003695818,0.7342656891755216,0.7304416928522297,0.06230182308451768,0.08562112816694363,0.06217029433168713,high,high,high,low,high,high,high_level-low_diversity,high_level-high_diversity,high_level-high_diversity,7,Basic child support,0,0,0,NA,1,0
278168810148,1,control,0,0,4,0,0.8235294117647058,5,8,16,59,not female,0,4,4,0,0,1,2,1,94,0,0,0,0,0,8637,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.3946531408444727,0.7215408136885586,0.7324097302718563,0.08156513415979696,0.06187867658792871,0.07618489903781844,low,high,high,low,high,high,low_level-low_diversity,high_level-high_diversity,high_level-high_diversity,6.5,Basic child support,0,0,0,NA,0,0
278241382548,1,control,0,0,7,0,0.5294117647058824,1,8,9,49,not female,0,7,7,0,0,1,1,0,514,0,0,0,0,0,13781,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7941631368038263,0.6416174716303499,0.8870245684067556,0.20362651160919432,0.01680580691964811,0.07382032771440473,high,low,high,high,low,high,high_level-high_diversity,low_level-low_diversity,high_level-high_diversity,4,Basic child support,0,0,0,NA,0,0
278441178948,1,control,0,0,7,1,0.8235294117647058,5,8,17,65,not female,0,7,6,-1,1,3,3,0,319,0,0,0,0,0,14401,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6462526544552691,0.6232627117893093,0.6463547092664268,0.04537653619455571,0.00755062725171555,0.04429316487681141,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,7,Basic child support,1,-1,0,NA,0,0
278572228560,1,verbal,1,NA,7,0,0.7058823529411765,5,8,21,27,female,1,7,7,0,0,3,4,1,67,4,1,2,2,3,2454,307,0.12510187449062754,0.07903846169657668,1,1,0.932303283086416,0.932303283086416,0.932303283086416,1,1,0.932303283086416,0.932303283086416,0.932303283086416,1,1,0.932303283086416,0.932303283086416,0.932303283086416,TRUE,0.7629705452548438,0.8103478890436435,0.8078896623421626,0.13244280341025166,0.02255206058085009,0.02984047067326817,high,high,high,high,low,low,high_level-high_diversity,high_level-low_diversity,high_level-low_diversity,5.5,Basic child support,0,0,4,0.932303283086416,1,0
278622229644,1,verbal,1,NA,6,0,0.8235294117647058,3,5,13,55,not female,0,6,6,0,0,2,2,0,41,0,0,0,0,0,1890,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7009538261579118,0.78367572130994545,0.7919423020286429,0.12251749835680788,0.06158369661522198,0.02046212916083983,high,high,high,high,high,low,high_level-high_diversity,high_level-high_diversity,high_level-low_diversity,4,Basic child support,0,0,0,NA,1,0
278633794032,1,verbal,1,NA,1,1,0.5294117647058824,4,2,14,67,female,0,1,1,0,0,3,2,-1,215,0,0,0,0,0,14961,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7029391005215274,NA,0.7286932313580259,0.02988048473412168,NA,NA,high,NA,high,low,NA,NA,high_level-low_diversity,NA,NA,4,Basic child support,0,0,0,NA,1,0
278659579464,1,monetary,NA,1,2,0,0,3,0,9,45,not female,1,2,4,2,2,1,2,1,434,2,1,1,1,2,19531,87,0.004454457017049818,0.005766410778644627,1,1,0.9323032830864161,0.932303283086416,0.932303283086416,1,1,0.9323032830864161,0.932303283086416,0.932303283086416,2,2,0.8928502032083979,0.8002872081099706,0.8321392021814003,TRUE,0.6429028713989231,0.6689086435063135,0.666767298907898,0.08154804991548671,0.0195652884572571,0.0254660607364342,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,3,Basic child support,2,2,2,0.9323032830864161,0,1
278660944728,1,control,0,0,5,1,0.5882352941176471,3,1,16,37,female,0,5,5,0,0,2,2,0,208,0,0,0,0,0,7138,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6372641886693775,0.6485972965873855,0.682137443468187,0.1162093428010024,0.01028194510993287,0.05817506837230046,low,low,low,high,low,high,low_level-high_diversity,low_level-low_diversity,low_level-high_diversity,5,Basic child support,0,0,0,NA,0,0
278693504496,1,monetary,NA,1,5,1,0.8235294117647058,4,8,19,26,female,1,5,6,1,1,3,3,0,54,3,1,1,2,3,3657,197,0.05386929176920974,0.07468885802719545,1,1,0.705769170970334,0.705769170970334,0.705769170970334,1,1,0.705769170970334,0.705769170970334,0.705769170970334,2,2,0.6961162107351159,0.6870201520519295,0.6895643223735898,TRUE,0.695623604708576,0.7125435346932519,0.7098358219913232,0.06576435607624603,0.07245750888287675,0.07062499783207973,high,high,low,low,high,high,high_level-low_diversity,high_level-high_diversity,low_level-high_diversity,5.5,Basic child support,1,1,3,0.705769170970334,0,1
278872026444,1,verbal,1,NA,7,1,0.5882352941176471,4,4,11,57,female,0,7,7,0,0,2,3,1,829,0,0,0,0,0,34672,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7600461538194002,NA,0.774245829077289,0.04480310114723097,NA,0.00493512426212195,high,NA,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,7,Basic child support,0,0,0,NA,1,0
